ALDH1A1	NP_000680.2
KLRC3	NP_031359.2
SAFB2	NP_055464.1
PCDH8	NP_002581.2
PEPD	NP_000276.2
NCAPG	NP_071741.2
SERPINI2	NP_006208.1
KLF9	NP_001197.1
YRDC	NP_078916.3
UBOX5	NP_055763.1
GFRA4	NP_665705.1
PSPN	NP_004149.1
AEBP2	NP_001107648.1
DOC2A	NP_003577.2
DOC2B	NP_003576.1
HAT1	NP_003633.1
STAMBPL1	NP_065850.1
PDLIM4	NP_003678.2
LPAR2	AAC27728.1
NUP210	NP_079199.2
TPM4	BAB14554.1
DCTN2	NP_006391.1
MARCKSL1	NP_075385.1
SH2D3A	NP_005481.2
PPIC	NP_000934.1
PCGF6	NP_001011663.1
EPC1	NP_079485.1
MAGEH1	NP_054780.2
TAF6L	NP_006464.1
CIRBP	NP_001271.1
BTG1	NP_001722.1
NEK6	NP_001138473.1
CAMKK1	NP_757344.2
TSN	NP_004613.1
TSNAXIP1	NP_060900.2
SUN1	NP_001124437.1
MNT	NP_064706.1
MXD4	NP_006445.1
MLXIPL	NP_116569.1
PCDH7	NP_115833.1
CLK3	NP_001123500.1
UBE2V1	NP_003340.1
UBE2V2	NP_003341.1
CDH19	NP_066976.1
CDH6	NP_004923.1
CDH18	NP_004925.1
CDH10	NP_006718.2
EP400	NP_056224.2
CDH12	NP_004052.2
MRPS12	NP_203526.1
IKZF2	NP_057344.2
IKZF4	NP_071910.3
ZBED1	NP_004720.1
ARID1A	NP_006006.3
MLLT1	NP_005925.2
LY96	NP_056179.2
TLR6	NP_006059.2
TLR5	NP_003259.2
PPP1R12B	NP_115288.2
PPP1R12C	NP_060077.1
GPAA1	NP_003792.1
PIGT	NP_057021.2
PCBP3	NP_065389.2
SLC12A9	NP_064631.2
CPSF4	NP_006684.1
PRKD2	NP_057541.2
CALML3	NP_005176.1
GPR17	NP_005282.1
ABCG1	NP_997513.1
ABCG4	NP_071452.2
PTGDS	NP_000945.3
SLC6A12	NP_003035.3
UCHL3	NP_005993.1
DUSP11	NP_003575.2
QSOX1	NP_002817.2
CACNA1C	NP_955630.2
UBE2J2	NP_919296.1
CHFR	NP_001154816.1
FBXW4	NP_071322.1
FBXW11	NP_036432.2
PPFIBP2	NP_003612.2
ERC2	NP_056391.1
IL17RA	NP_055154.3
IL17A	NP_002181.1
ANLN	NP_061155.2
SEPT7	NP_001779.3
CDC42EP5	NP_659494.2
RAD1	NP_596868.1
CACNA1D	NP_000711.1
RAD9B	NP_689655.3
HUS1B	NP_683762.2
SRRM2	NP_057417.3
RNPS1	NP_006702.1
SFRS18	NP_116259.2
PPIG	NP_004783.2
ZCCHC17	NP_057589.2
DNAJB6	NP_490647.1
CACNA1S	NP_000060.2
TEAD3	NP_003205.2
UBA3	NP_003959.3
UBE2M	NP_003960.1
XPO7	NP_001093631.1
HIST1H1C	NP_005310.1
NASP	NP_751896.1
CALCOCO2	NP_005822.1
GOSR2	NP_473363.1
SEC22B	NP_004883.2
SCFD1	NP_057190.2
BET1	NP_005859.1
MPP5	NP_071919.2
CRB3	NP_777377.1
VTI1B	NP_006361.1
BFSP2	NP_003562.1
VPS18	NP_065908.1
VPS11	NP_068375.3
VPS16	NP_072097.2
NKX2-8	NP_055175.2
PBRM1	AAP34197.1
BRWD1	NP_061836.2
EEF1G	NP_001395.1
HLTF	NP_003062.2
MAP3K13	NP_004712.1
LPA	NP_005568.2
SFRS2B	NP_115285.1
CHD4	AAH38596.1
OASL	NP_003724.1
ASPH	NP_004309.2
MMP24	NP_006681.1
KISS1R	NP_115940.2
LPHN2	NP_036434.1
ROBLD3	NP_054736.1
TNKS1BP1	NP_203754.2
VPS33A	NP_075067.2
KCNF1	NP_002227.2
KCNH1	NP_758872.1
ALG10	CAC41349.1
KCNH5	NP_647479.2
CMAS	NP_061156.1
PPP1R3D	NP_006233.1
RCN1	NP_002892.1
DYNC1I2	NP_001369.1
EGLN2	NP_444274.1
VHLL	NP_001004319.1
INCENP	NP_001035784.1
CDCA8	NP_060571.1
TNFSF15	NP_005109.2
TNFRSF6B	NP_116563.1
RBM7	NP_057174.1
GLE1	NP_001003722.1
TSHB	NP_000540.2
CHRAC1	NP_059140.1
HIST1H2AL	NP_003502.1
DHX16	NP_003578.2
TRIM33	NP_056990.3
PHLDA1	NP_031376.3
LCT	NP_002290.2
MED31	NP_057144.1
SFRP1	NP_003003.3
FZD6	NP_003497.2
FZD7	NP_003498.1
RAB15	NP_941959.1
ZNF202	NP_003446.2
PCDH18	NP_061908.1
HTR3A	NP_998786.2
TRIM38	NP_006346.1
NOD2	NP_071445.1
EDEM1	NP_055489.1
CARD6	NP_115976.2
CARD16	NP_001017534.1
NES	NP_006608.1
CDK5RAP2	NP_060719.4
EBI3	NP_005746.2
CDK5RAP1	NP_057492.2
CDK5RAP3	NP_788276.1
TLL1	NP_036596.3
DLGAP5	NP_055565.3
TSPAN15	NP_036471.1
UBE2R2	NP_060281.2
MYH13	NP_003793.2
WNT4	NP_110388.2
SERP1	NP_055260.1
CEP110	NP_008949.4
TNFRSF21	NP_055267.1
IFRD1	NP_001541.2
DPM1	NP_003850.1
DPM3	NP_061846.2
MESDC2	AAH09210.1
LRP6	NP_002327.2
DKK2	NP_055236.1
IL1A	NP_000566.3
RNGTT	NP_003791.3
NLRC4	NP_067032.3
CARD11	NP_115791.3
CARD14	NP_077015.1
CARD9	NP_434700.2
MALT1	NP_006776.1
C9orf89	NP_115686.3
FASTK	NP_006703.1
TIA1	NP_071505.2
DPH1	NP_001374.3
AP1S1	NP_001274.1
AP1G2	NP_536806.1
AP1S2	NP_003907.3
SYNRG	NP_009178.3
AFTPH	NP_982261.2
VAMP4	NP_003753.2
KCNQ4	NP_004691.2
ATF5	NP_036200.2
GABBR2	NP_005449.5
JAKMIP1	NP_001092903.1
SNRPG	NP_003087.1
HINFP	NP_056332.2
GATAD2A	AAO31797.1
MBD3L1	NP_660209.2
GATAD2B	NP_065750.1
MTMR2	NP_057240.3
FBLN5	NP_006320.2
CHD8	NP_065971.2
VPS13D	NP_056193.2
TRIM55	NP_908973.1
TRIM8	NP_112174.2
TNFRSF10C	NP_003832.2
TNFRSF10D	NP_003831.2
PLA2G4C	NP_003697.2
PLA2G10	NP_003552.1
GNG12	NP_061329.3
HUNK	NP_055401.1
SPATC1	NP_940974.2
RPS9	NP_001004.2
RPS10	NP_001005.1
LMO3	NP_061110.2
PPM1D	NP_003611.1
TRPM2	NP_003298.1
STX16	NP_001001433.1
TNS1	NP_072174.3
VPS45	NP_009190.2
VTI1A	NP_660207.2
RPS15A	NP_001010.2
GAS2	NP_005247.1
RPS20	NP_001014.1
GBF1	NP_004184.1
CAPNS2	NP_115706.1
MOCS3	NP_055299.1
MOCS2	NP_004522.1
RNF144A	NP_055561.2
LNX2	NP_699202.1
LNX1	NP_001119800.1
RPS6KC1	NP_036556.2
SPHKAP	NP_001136116.1
IRF5	NP_001092099.1
SLIT3	NP_003053.1
S1PR4	NP_003766.1
GNAI1	NP_002060.4
IFT20	NP_777547.1
PPP1R10	NP_002705.2
PTTG1IP	NP_004330.1
KCNG3	NP_579875.1
KCNV2	NP_598004.1
KCNG4	NP_758857.1
KCNG1	NP_002228.2
KCNE2	NP_751951.1
NUP214	NP_005076.3
USP49	NP_061031.2
PPP2R5B	NP_006235.1
SLC22A12	NP_653186.2
PDZK1IP1	NP_005755.1
SLC22A4	NP_003050.2
SLC26A6	NP_075062.2
FIS1	NP_057152.2
CYCS	NP_061820.1
MLPH	NP_077006.1
SYTL2	NP_996810.1
SYTL3	NP_001009991.2
RAB27B	NP_004154.2
UNC13D	NP_954712.1
TROAP	NP_005471.3
BAG2	NP_004273.1
ARTN	NP_476501.1
GFRA3	NP_001487.2
TIPIN	NP_060328.2
KCNS3	NP_002243.3
SIRPB1	NP_006056.2
DDX19B	NP_009173.1
EFTUD2	NP_004238.3
IKBKE	NP_054721.1
RGS6	AAD34717.1
NUP107	NP_065134.1
RGS11	NP_899180.1
TNFSF18	NP_005083.2
KCNMB1	NP_004128.1
CLCA1	NP_001276.2
EIF2B4	NP_751945.2
CNR1	NP_057167.2
EIF3K	NP_037366.1
EIF3H	NP_003747.1
CDK19	NP_055891.1
ZW10	NP_004715.1
RINT1	NP_068749.3
ZWINT	NP_127490.1
CA6	NP_001206.2
TNFRSF13C	NP_443177.1
ITPR1	Q14643
CA8	NP_004047.3
SC4MOL	NP_006736.1
NUMBL	NP_004747.1
AGFG2	NP_006067.3
SFRS14	NP_055699.2
SCD	NP_005054.3
KLHDC9	NP_689579.3
ARID2	NP_689854.2
INCA1	NP_998891.1
RBL1	NP_002886.2
RAB5C	NP_004574.2
CEP250	NP_009117.2
ARID5A	NP_997646.1
TPD52	NP_001020423.1
MAL2	NP_443118.1
BTG3	AAH11957.1
HCST	NP_055081.1
DLG5	NP_004738.3
TUBB1	NP_110400.1
TTK	NP_003309.2
RBPMS	NP_001008712.1
EDARADD	NP_665860.2
GRM6	NP_000834.2
GNAO1	NP_066268.1
MAP7	NP_003971.1
IL20RA	NP_055247.2
IL24	NP_006841.1
NCR2	NP_004819.2
KIR2DS2	NP_036444.1
TREM1	NP_061113.1
TREM2	NP_061838.1
CD300E	NP_852114.1
SFRS16	NP_008987.2
CLEC5A	NP_037384.1
DCTN3	NP_009165.1
CTCF	NP_006556.1
RAB11FIP5	NP_056285.1
ATXN2L	NP_680780.1
STX17	NP_060389.2
CCDC22	NP_054727.1
ACOT7	NP_863654.1
UBE2O	NP_071349.3
WTAP	NP_004897.2
KIAA1009	NP_055710.2
FAM46B	NP_443175.2
ACTR2	NP_001005386.1
BATF2	NP_612465.3
WASF3	NP_006637.2
ARPC3	NP_005710.1
ARPC5	NP_005708.1
CSNK1G3	AAD26526.1
ZNF488	NP_694579.1
SEMA7A	NP_003603.1
PLXNC1	NP_005752.1
PDZD2	NP_835260.2
PLXND1	NP_055918.2
PLXNB2	NP_036533.2
VSTM2L	NP_542174.1
GRHPR	NP_036335.1
MTERFD2	NP_872307.2
CST3	NP_000090.1
BEND2	NP_699177.2
IL34	NP_689669.1
COPZ1	NP_057141.1
STAG2	NP_001036214.1
SIX5	NP_787071.2
MUS81	NP_079404.3
TSSK1B	NP_114417.1
KIAA2026	NP_001017969.2
USP54	NP_689799.3
AIPL1	NP_055151.3
S1PR5	NP_110387.1
SCGB1D1	NP_006543.1
SCGB2A1	NP_002398.1
CES1	NP_001020366.1
POLR2F	NP_068809.1
POLR2C	NP_116558.1
POLR2G	NP_002687.1
CLEC4F	NP_775806.2
IFITM1	NP_003632.3
FAF2	NP_055428.1
CPE	NP_001864.1
CCK	NP_000720.1
MIS12	NP_076944.1
DSN1	NP_079194.3
GAST	NP_000796.1
NSL1	NP_056286.3
GCG	NP_002045.1
PPIF	NP_005720.1
CKMT1A	NP_001015001.1
IL1F7	NP_055254.2
ASCC3	NP_006819.2
ASCC2	NP_115580.2
ARHGAP17	NP_001006635.1
TRIM69	AAH47945.1
TRIP12	NP_004229.1
ATPGD1	NP_001159694.1
TRIP13	NP_004228.1
NIF3L1	AAH07654.1
HIST1H3C	NP_003522.1
CPM	NP_001865.1
KIFC3	NP_005541.3
HBA2	NP_000508.1
KIF2C	NP_006836.2
CENPH	NP_075060.1
HNRNPM	NP_005959.2
CEACAM5	NP_004354.2
VCAN	NP_004376.2
HAPLN1	NP_001875.1
SPINT1	NP_857593.1
SPINT2	NP_066925.1
HSBP1	NP_001528.1
DCAF7	NP_005819.3
MMP2	NP_004521.1
MMP9	NP_004985.2
LOXL1	NP_005567.2
ACAN	NP_037359.3
POLR1C	NP_976035.1
OLIG2	NP_005797.1
NKX2-2	NP_002500.1
IL17B	NP_055258.1
NR5A2	NP_995582.1
NEUROG2	NP_076924.1
RFC1	NP_002904.3
R3HDM2	NP_055740.3
MATN1	NP_002370.1
WNT6	NP_006513.1
MRVI1	NP_001092049.1
PCSK7	NP_004707.2
PAIP2	NP_057564.3
SYCP3	NP_710161.1
ANAPC5	NP_057321.2
PAN2	NP_001120932.1
CSDE1	NP_001123995.1
ITGAE	NP_002199.3
CTNNAL1	NP_003789.1
GABRB3	NP_068712.1
SPA17	NP_059121.1
ROPN1	NP_060048.2
ROPN1B	NP_001012337.1
ROPN1L	NP_114122.2
ARL2BP	NP_036238.1
TOM1	NP_001129204.1
ZFYVE16	NP_055548.3
CSNK2B	NP_001311.3
BCAR3	NP_003558.1
TBC1D4	NP_055647.2
NFAT5	NP_619727.2
TACC3	NP_006333.1
CDKN1A	NP_510867.1
KIF4A	NP_036442.3
STK17B	NP_004217.1
KIRREL3	NP_115920.1
PRDX3	NP_006784.1
CLTB	NP_009028.1
LRAT	NP_004735.2
ATF2	NP_001871.2
SCGB3A1	NP_443095.2
MARCO	NP_006761.1
SCGB3A2	NP_473364.1
CREM	NP_853549.1
RAB3C	NP_612462.1
CEBPA	NP_004355.2
DDIT3	NP_004074.2
LIG1	NP_000225.1
PFDN2	NP_036526.2
PFDN6	NP_055075.1
TOP1	NP_003277.1
POLR3F	NP_006457.2
GTF3C5	NP_001116295.1
TOP2A	NP_001058.2
RRN3	NP_060897.3
CNOT1	NP_057368.3
CNOT2	NP_055330.1
CNOT3	NP_055331.1
CNOT4	NP_037448.2
EGR1	NP_001955.1
CNOT6	NP_056270.2
RAB22A	NP_065724.1
EEF1D	NP_115754.2
RAB17	NP_071894.1
RAB4B	NP_057238.3
FGF1	NP_000791.1
GADD45GIP1	NP_443082.2
LUC7L	NP_958815.1
FGF2	NP_001997.5
LUC7L2	NP_057103.2
GYS1	NP_002094.2
PACSIN2	NP_009160.2
HSF1	NP_005517.1
FCN3	NP_003656.2
HOXB7	NP_004493.3
SLC16A10	NP_061063.2
SLC26A8	NP_443193.1
IGFBP3	NP_001013416.1
SLC34A1	NP_003043.3
CNGA2	NP_005131.1
TBC1D10A	NP_114143.1
PPIH	NP_006338.1
PRPF18	NP_003666.1
SIX2	NP_058628.3
IRF2	NP_002190.2
CAMKK2	NP_006540.3
IFI16	NP_005522.2
SHARPIN	NP_112236.3
FRAT2	NP_036215.1
SGK3	NP_037389.4
TMEM132A	NP_060340.2
TPPP	NP_008961.1
VPREB1	NP_009059.1
VPREB3	NP_037510.1
ZNF219	NP_057507.2
PUM2	NP_056132.1
WDTC1	NP_055838.2
FOXJ3	NP_055762.3
MED27	NP_004260.2
MED7	NP_004261.1
LGALS3	NP_002297.2
NBL1	NP_877421.2
MAX	NP_002373.3
MGMT	NP_002403.2
FNBP1L	NP_001020119.1
TIMM17A	NP_006326.1
HSPA14	NP_057383.2
OSTM1	NP_054747.2
FZD3	NP_059108.1
RGS1	NP_002913.3
TARDBP	NP_031401.1
CYTH3	NP_004218.1
PARP4	NP_006428.2
MYCN	NP_005369.2
NMUR2	NP_064552.3
NMU	NP_006672.1
NMUR1	NP_006047.3
ATG3	NP_071933.2
ATG7	NP_006386.1
GABRG1	NP_775807.2
OPTC	NP_055174.1
OTX1	NP_055377.1
DCTN4	NP_001129115.1
ACTR1B	NP_005726.1
GPI	NP_000166.2
GALNT6	NP_009141.2
CXCL16	NP_071342.2
CXCR6	NP_006555.1
PTGER1	NP_000946.2
PTGES	NP_004869.1
PTGER2	NP_000947.2
KREMEN1	NP_114434.3
TICAM1	NP_891549.1
SGK2	NP_057360.2
AKTIP	NP_071921.1
SFRS13A	NP_473357.1
TFPT	NP_037474.1
FLOT1	NP_005794.1
SEMA6A	NP_065847.1
PIWIL2	NP_060538.2
DDX4	NP_077726.1
ZNF335	NP_071378.1
FOXP4	NP_001012426.1
FOXP2	NP_683696.2
IL22RA2	NP_443194.1
IL22	NP_065386.1
IL22RA1	NP_067081.2
CEP152	NP_055800.2
RPL14	NP_003964.3
PIN4	NP_006214.2
AGRP	NP_001129.1
RASAL2	NP_733793.2
RASSF8	NP_009142.2
THRAP3	NP_005110.2
PRPF38B	NP_060531.2
FAM82A2	NP_060615.1
EML3	NP_694997.2
TMEM102	NP_848613.1
DYRK1A	NP_001387.2
TCEAL1	NP_004771.2
CDK17	NP_002586.2
SH3BP4	NP_055336.1
CLASP1	NP_056097.1
OSBPL3	NP_056365.1
PARD3B	NP_689739.4
SAMD4A	NP_056404.3
ZNF295	NP_065778.3
SRRM1	NP_005830.2
SAMD4B	NP_060498.2
LARP1	NP_291029.2
SF3B3	NP_036558.3
CRTC2	NP_859066.1
SMCR7L	NP_061881.2
RALGPS2	NP_689876.2
LSR	NP_991403.1
TBC1D1	NP_055988.2
C22orf9	NP_056079.1
CCNY	NP_659449.3
ASCL3	NP_065697.1
HNRNPA3	NP_919223.1
IL21	NP_068575.1
IL21R	NP_068570.1
MT2A	NP_005944.1
ADIPOR2	NP_078827.2
RAB26	NP_055168.2
IL25	NP_073626.1
ABCG8	NP_071882.1
ABCG5	NP_071881.1
MMP26	NP_068573.2
TLR9	NP_059138.1
IL1F8	NP_055253.2
NTSR2	NP_036476.1
SCGB1D2	NP_006542.1
SCGB2A2	NP_002402.1
EEF1B2	NP_001950.1
RAB11FIP4	NP_116321.2
ANAPC2	NP_037498.1
UBE2C	NP_008950.1
IFITM2	NP_006426.2
CDC40	NP_056975.1
DHX38	NP_054722.2
IL20	NP_061194.2
FNDC6	NP_653318.2
IL19	NP_715639.1
EIF4E2	NP_004837.1
BACE2	NP_036237.2
CPNE6	NP_006023.1
TRIM10	NP_006769.2
SPTLC2	NP_004854.1
SPTLC1	NP_006406.1
ICOS	NP_036224.1
ICOSLG	AAF34739.1
EBAG9	NP_004206.1
NUPL1	NP_054808.1
BOP1	NP_056016.1
PES1	NP_055118.1
CDC42EP1	NP_689449.1
CDC42EP4	NP_036253.2
CDC42EP2	NP_006770.1
CDC42EP3	NP_006440.2
DAPK2	NP_055141.2
MLC1	NP_055981.1
STIM1	NP_003147.2
STIM2	NP_065911.2
TUBGCP2	NP_006650.1
PBLD	NP_071412.2
CPEB1	NP_085097.3
PRAME	NP_006106.1
CPSF1	NP_037423.2
CPSF2	NP_059133.1
CPSF3	NP_057291.1
SMYD3	NP_073580.1
SMC1B	NP_683515.3
TES	NP_056456.1
TLN2	NP_055874.2
TRIM11	NP_660215.1
TRIM54	NP_115935.3
GIPC3	NP_573568.1
GIPC2	NP_060125.4
FZD8	NP_114072.1
EIF2C2	NP_036286.2
IKZF5	NP_071911.3
UBE3C	NP_055486.2
EIF2C1	NP_036331.1
DICER1	NP_803187.1
PIWIL1	NP_004755.2
PIWIL4	NP_689644.2
DYNLL2	NP_542408.1
CSNK1G1	AAO12758.2
WNT5B	NP_116031.1
ABI3BP	NP_056244.2
NLRP3	NP_004886.3
LZTS1	NP_066300.1
TRIM9	NP_055978.4
PSTPIP2	NP_077748.3
SCEL	NP_659001.2
RLN3	NP_543140.1
INSL3	NP_005534.2
PRKD3	NP_005804.1
PMPCB	NP_004270.2
NLRP12	NP_653288.1
GTF3C1	NP_001511.2
ALMS1	NP_055935.4
CSPG5	AAQ04776.1
NEK7	NP_598001.1
UBL5	NP_077268.1
MRPL17	NP_071344.1
NCDN	NP_055099.1
DNAJC14	NP_115740.5
CNTROB	NP_001032221.1
VPS29	NP_476528.1
SLC9A4	NP_001011552.2
TRPM6	NP_060132.3
BDP1	NP_060899.2
TOMM7	NP_061932.1
MTHFR	NP_005948.3
CIAO1	NP_004795.1
HM13	NP_848696.1
VSX2	NP_878314.1
APOBEC3F	NP_660341.2
APOBEC3G	NP_068594.1
UBE2E2	NP_689866.1
RAB6B	NP_057661.3
RPTOR	NP_065812.1
CMYA5	NP_705838.3
PDZD3	NP_079067.2
DYNLRB1	NP_054902.1
RBM12	NP_006038.2
SEC23A	NP_006355.2
SEC24B	NP_006314.2
SEC24C	NP_004913.2
RGS17	NP_036551.3
RGS20	NP_733466.1
NPHP4	NP_055917.1
DNAJC6	NP_055602.1
AP4E1	NP_031373.2
VPS41	NP_055211.2
CENPK	NP_071428.2
POLE3	NP_059139.3
POLE4	NP_063949.2
SPC25	NP_065726.1
TMEM214	NP_060197.4
RRP1B	NP_055871.1
NDUFAF3	NP_951032.1
FIBP	NP_942600.1
CCDC45	NP_612372.1
ERH	NP_004441.1
PLEKHA5	NP_061885.2
C4orf34	NP_777581.1
RAB7L1	NP_003920.1
FERMT3	NP_848537.1
FAM63A	NP_060849.2
ISOC2	NP_078986.1
IL28RA	NP_734464.1
RSL24D1	NP_057388.1
KCTD3	NP_057205.2
THUMPD3	NP_056268.2
COL23A1	NP_775736.2
CCDC91	NP_060788.3
POMT2	NP_037514.2
POMT1	NP_009102.3
HGD	NP_000178.2
ACVR2A	NP_001607.1
PLEKHO1	NP_057358.2
LDHD	NP_705690.2
PASK	NP_055963.2
HEBP2	NP_055135.1
EPM2AIP1	NP_055620.1
EPM2A	NP_005661.1
TIPARP	NP_056323.2
CFDP1	NP_006315.1
FGFBP1	NP_005121.1
FERMT2	NP_001128471.1
SCARF2	NP_699165.2
FERMT1	NP_060141.3
VTCN1	NP_078902.2
SAMSN1	NP_071419.3
SCYL1	NP_065731.3
GORAB	NP_689494.2
NPHP3	NP_694972.3
CHMP4A	NP_054888.2
CHMP4B	NP_789782.1
CHMP4C	NP_689497.1
KIAA0913	NP_055852.2
ATG4A	NP_443168.2
B3GNT2	NP_006568.2
C1GALT1C1	NP_689905.1
SMC4	NP_005487.3
NCAPD2	NP_055680.3
SMC2	NP_006435.2
EIF4A3	NP_055555.1
CAMK2N2	NP_150284.1
USP10	NP_005144.2
G3BP1	NP_005745.1
PPFIA4	NP_055868.1
PCLO	NP_149015.2
PPP1R2P9	NP_079486.1
GPRASP2	NP_612446.1
WBP5	NP_057387.1
RAB10	NP_057215.3
RAB25	NP_065120.2
RAB34	NP_001138415.1
RRAGC	NP_071440.1
RRAGB	NP_057740.2
RRAGD	NP_067067.1
ARL6	NP_115522.1
SEPT6	NP_055944.2
SRPK3	NP_055185.2
SYT8	NP_612634.3
IVNS1ABP	NP_006460.2
TOP2B	NP_001059.2
PPID	NP_005029.1
MPG	NP_002425.2
SHMT2	NP_005403.2
IRX4	NP_057442.1
NRIP2	NP_113662.1
HOXB6	NP_061825.2
SLC12A2	NP_001037.1
NPLOC4	NP_060391.2
UFD1L	NP_005650.2
SCMH1	AAH09752.1
SHMT1	NP_004160.3
SUCLG1	NP_003840.2
TRIM7	NP_976038.1
MED16	NP_005472.2
ZNF44	NP_057348.3
TRIB3	NP_066981.2
POLR1B	NP_061887.2
NXPH3	NP_009156.2
NXPH1	NP_689958.1
NPFFR1	NP_071429.1
NPFF	NP_003708.1
USP16	NP_006438.1
SSSCA1	NP_006387.1
TOR1A	NP_000104.1
TOR1B	NP_055321.1
ARNT2	NP_055677.3
SERGEF	NP_036271.1
DPH3	NP_996662.1
MFRP	NP_113621.1
GTF2IRD1	NP_057412.1
SUZ12	NP_056170.2
EYA2	NP_742111.1
SIX4	NP_059116.3
SGSM3	NP_056520.2
SCHIP1	NP_055390.1
SCRIB	NP_874365.2
MED20	NP_004266.2
MED19	NP_703151.1
THOC7	NP_079351.2
HIST1H2BB	NP_066406.1
HIST1H2AB	NP_003504.2
GGN	NP_689870.3
FANCL	NP_001108108.1
TRIM5	NP_149023.1
TRIM6	NP_001003818.1
BTBD1	NP_079514.1
BTBD2	NP_060267.2
PCGF2	NP_009075.1
MUC7	NP_689504.2
EMCN	NP_057326.2
PODXL2	NP_056535.1
UBC	NP_066289.2
DNAJB9	NP_036460.1
PCSK9	NP_777596.2
ZNHIT1	NP_006340.1
NOMO1	NP_055102.3
NCLN	NP_064555.2
NOMO3	NP_001004067.1
NAA20	NP_057184.1
DSCAML1	NP_065744.2
PLCL2	NP_001137854.1
RPL41	NP_066927.1
SCG3	NP_037375.2
ZNF609	NP_055857.1
P4HA2	NP_004190.1
ERO1L	NP_055399.1
ERO1LB	NP_063944.3
P4HA3	NP_878907.1
PVRL4	NP_112178.2
HCN1	NP_066550.2
HCN2	NP_001185.3
HCN4	NP_005468.1
MED13L	NP_056150.1
PARN	NP_002573.1
C21orf56	NP_001136326.1
ITM2C	NP_112188.1
RTN4R	NP_075380.1
RTN4IP1	NP_116119.2
FBXO38	NP_995308.1
KLF7	NP_003700.1
SF3B4	NP_005841.1
LHX9	NP_064589.2
PTS	NP_000308.1
DAZ1	NP_004072.3
BOLL	BAC04171.1
EXOSC1	NP_057130.1
ANAPC11	NP_001002244.1
COG3	NP_113619.1
COG1	NP_061184.1
COG4	NP_056201.2
COG2	NP_031383.1
COG7	NP_705831.1
PRPF3	NP_004689.1
HPS6	NP_079023.2
HPS5	NP_852608.1
TSC22D1	NP_904358.2
CACNA1H	NP_066921.2
DET1	NP_060466.2
PTGFR	NP_000950.1
PTGES2	NP_079348.1
DPYSL4	NP_006417.2
FAM57A	NP_079068.1
GGT7	NP_439895.2
NLN	NP_065777.1
ACTB	NP_001092.1
ACTC1	NP_005150.1
DIO2	NP_001007024.1
USP20	NP_006667.3
TGFA	NP_003227.1
ERCC8	NP_000073.1
P2RX2	NP_733783.1
P2RX1	NP_002549.1
FOXN3	NP_001078940.1
ACD	NP_001075955.1
TDH	NP_689779.2
GCAT	NP_055106.1
DPP7	NP_037511.2
C12orf35	NP_060639.3
SPATA20	NP_073738.2
MCF2L2	NP_055893.2
CENPBD1	NP_659476.2
INVS	NP_055240.2
HADH	AAB54009.1
SLC7A11	NP_055146.1
BAAT	NP_001692.1
C3orf15	NP_203528.2
ACADM	NP_001120800.1
DAZL	NP_001342.2
DAZAP1	NP_061832.2
SNRNP40	NP_004805.2
ATG12	NP_004698.2
ATG5	NP_004840.1
ATG10	NP_113670.1
STYX	NP_660294.1
CARHSP1	NP_055131.2
GPATCH8	NP_001002909.1
DCLRE1A	NP_055696.2
CHMP6	NP_078867.2
TSPO	NP_000705.2
DBI	NP_065438.1
TYMP	NP_001944.1
MYH4	NP_060003.2
CSN3	NP_005203.2
KCNA1	NP_000208.2
CCDC88B	NP_115627.6
ZDHHC7	NP_001139020.1
KIF15	NP_064627.1
MKI67IP	NP_115766.3
PTGER3	NP_000948.2
SEPT3	NP_663786.2
GKAP1	NP_079487.2
MYO16	NP_055826.1
CCNK	NP_001092872.1
PCIF1	NP_071387.1
IGSF8	NP_443100.1
PRPF19	NP_055317.1
DNTTIP1	NP_443183.1
CYB5R3	NP_000389.1
MT-ND3	NP_776058.1
MT-ND4	NP_776059.1
RASD1	NP_057168.1
ABCA2	NP_997698.1
KCNG2	NP_036415.1
REST	NP_005603.2
SLC1A6	NP_005062.1
P2RX3	NP_002550.2
SETBP1	NP_056374.2
GRPEL2	NP_689620.2
ZNF384	NP_001129206.1
GMEB2	NP_036516.1
STRA13	NP_659435.2
SLC5A7	NP_068587.1
THAP1	NP_060575.1
SFRS6	NP_006266.2
CSN1S1	NP_001881.1
SERBP1	AAH26916.1
CSN2	NP_001882.1
POP7	NP_005828.2
CPN2	NP_001300.1
ABL2	NP_009298.1
CAT	NP_001743.1
YKT6	NP_006546.1
TDRD7	NP_055105.2
RUVBL2	NP_006657.1
PLEKHA1	NP_067635.2
CLCF1	NP_037378.1
CRLF1	NP_004741.1
TYRP1	NP_000541.1
GNG7	NP_443079.1
GNG5	NP_005265.1
GNG4	NP_004476.1
COMT	NP_000745.1
GNG13	NP_057625.1
MLLT4	NP_001035090.1
CPLX2	NP_006641.1
USH1G	NP_775748.2
USHBP1	NP_114147.2
IL27	NP_663634.2
ULBP1	NP_079494.1
RAET1G	NP_001001788.2
SIK1	NP_775490.2
ARL6IP5	NP_006398.1
SPAG16	NP_078808.3
SPAG6	NP_036575.1
EHBP1	NP_056067.2
EHD1	NP_006786.2
EHD3	NP_055415.1
STK35	NP_543026.2
FAM84B	NP_777571.1
PIKFYVE	NP_055855.2
MKRN1	NP_038474.2
CWC22	NP_065994.1
RPP14	NP_008973.1
POP4	NP_006618.1
